fileid	phone_carriage_state	distance_in_meters	step_size_in_sec	coarse_grain
mxawvhmg_tc4tl20.csv	pocket_hand	4.5	80	Y
mxbxngsj_tc4tl20.csv	pocket_pocket	3.0	90	N
mxbyrpte_tc4tl20.csv	pocket_hand	4.5	70	Y
mxdmlcub_tc4tl20.csv	pocket_pocket	4.5	20	Y
mxdsdgaj_tc4tl20.csv	hand_hand	1.2	50	N
mxeejjbv_tc4tl20.csv	pocket_pocket	4.5	80	N
mxegbmrc_tc4tl20.csv	pocket_hand	1.8	90	N
mxguijgi_tc4tl20.csv	pocket_pocket	4.5	120	N
mxijcdkw_tc4tl20.csv	pocket_pocket	1.2	80	N
mxixwlhx_tc4tl20.csv	hand_hand	1.2	80	N
mxjbhmoa_tc4tl20.csv	pocket_hand	3.0	20	N
mxjyjtjp_tc4tl20.csv	hand_hand	1.8	40	Y
mxkfdwfr_tc4tl20.csv	hand_hand	1.8	150	N
mxlwbyje_tc4tl20.csv	pocket_pocket	1.8	50	N
mxochian_tc4tl20.csv	pocket_hand	1.2	150	N
mxqqidgl_tc4tl20.csv	pocket_pocket	1.8	10	N
mxqrylki_tc4tl20.csv	pocket_hand	1.8	70	Y
mxqysemj_tc4tl20.csv	pocket_hand	1.2	10	N
mxrmamqn_tc4tl20.csv	pocket_hand	1.2	90	N
mxrpodsv_tc4tl20.csv	hand_hand	1.8	60	Y
mxtqauyu_tc4tl20.csv	hand_hand	1.2	150	N
mxurcdxx_tc4tl20.csv	pocket_hand	4.5	10	N
mxvyfpge_tc4tl20.csv	pocket_hand	3.0	60	N
mxwfvkgc_tc4tl20.csv	pocket_hand	1.8	90	N
mxxjxpnv_tc4tl20.csv	pocket_hand	4.5	80	N
mxxuocjd_tc4tl20.csv	hand_hand	3.0	120	N
mybjgaho_tc4tl20.csv	pocket_hand	1.2	20	N
mycjbgoi_tc4tl20.csv	hand_hand	3.0	20	N
myckzcrr_tc4tl20.csv	pocket_pocket	1.8	90	Y
myclzlqy_tc4tl20.csv	pocket_pocket	3.0	90	N
mydenace_tc4tl20.csv	hand_hand	4.5	150	Y
mydhbizx_tc4tl20.csv	pocket_hand	1.8	10	Y
myfgiabl_tc4tl20.csv	pocket_hand	1.8	70	Y
mygrbdqb_tc4tl20.csv	pocket_hand	4.5	70	N
myhflsby_tc4tl20.csv	pocket_hand	3.0	120	N
myhisxcf_tc4tl20.csv	hand_hand	1.8	20	Y
myineixw_tc4tl20.csv	hand_hand	4.5	80	N
myiylzgi_tc4tl20.csv	pocket_hand	4.5	120	Y
myjomvpz_tc4tl20.csv	pocket_hand	4.5	80	Y
mykfmyks_tc4tl20.csv	pocket_hand	1.8	70	Y
mympeszo_tc4tl20.csv	hand_hand	1.2	50	N
mymugowu_tc4tl20.csv	pocket_hand	1.8	70	Y
mynhjval_tc4tl20.csv	hand_hand	4.5	120	N
mypmpnbr_tc4tl20.csv	pocket_pocket	4.5	70	Y
myqjjutv_tc4tl20.csv	hand_hand	1.8	70	Y
myrnijgh_tc4tl20.csv	hand_hand	1.2	80	N
mysbuhvm_tc4tl20.csv	hand_hand	1.8	100	N
myuovvna_tc4tl20.csv	hand_hand	4.5	150	N
myvlhthb_tc4tl20.csv	pocket_hand	3.0	70	N
myvzuyxm_tc4tl20.csv	pocket_hand	4.5	50	Y
mywqkvyz_tc4tl20.csv	pocket_pocket	4.5	20	N
myxigjrf_tc4tl20.csv	hand_hand	3.0	10	N
myxscixg_tc4tl20.csv	pocket_pocket	1.2	120	N
myxzzmaa_tc4tl20.csv	pocket_pocket	4.5	70	N
myzjmfzh_tc4tl20.csv	pocket_hand	3.0	40	N
mzcjcpkw_tc4tl20.csv	pocket_pocket	3.0	80	N
mzdbmewz_tc4tl20.csv	pocket_pocket	1.8	80	N
mzdjnteg_tc4tl20.csv	pocket_pocket	1.8	50	N
mzdyiphm_tc4tl20.csv	hand_hand	1.8	20	N
mzfgwxhh_tc4tl20.csv	pocket_pocket	1.2	30	N
mzihuavp_tc4tl20.csv	pocket_hand	1.8	70	Y
mzikrobo_tc4tl20.csv	hand_hand	1.8	100	Y
mzikzoeo_tc4tl20.csv	pocket_hand	1.8	60	Y
mzixyecc_tc4tl20.csv	pocket_hand	4.5	80	Y
mzkwxcsb_tc4tl20.csv	pocket_hand	1.8	80	N
mzlfible_tc4tl20.csv	pocket_hand	4.5	120	N
mzoqswxo_tc4tl20.csv	hand_hand	4.5	20	Y
mzosjamr_tc4tl20.csv	hand_hand	1.8	50	N
mzpafurh_tc4tl20.csv	pocket_hand	3.0	30	N
mzpexjns_tc4tl20.csv	hand_hand	4.5	80	Y
mzpixnej_tc4tl20.csv	hand_hand	4.5	10	N
mztkcxuo_tc4tl20.csv	pocket_hand	4.5	40	N
mzvlzann_tc4tl20.csv	hand_hand	4.5	120	N
mzypznxp_tc4tl20.csv	pocket_hand	1.8	10	N
mzysdbva_tc4tl20.csv	pocket_hand	3.0	120	N
mzytfntt_tc4tl20.csv	hand_hand	4.5	60	Y
mzzbyofz_tc4tl20.csv	hand_hand	1.2	70	N
mzzumhnc_tc4tl20.csv	pocket_pocket	4.5	100	N
naarbelj_tc4tl20.csv	pocket_hand	3.0	30	N
nafbfjzl_tc4tl20.csv	pocket_pocket	1.2	40	N
nafofuyp_tc4tl20.csv	pocket_pocket	3.0	40	N
nafulite_tc4tl20.csv	hand_hand	1.8	120	N
nagcfnaa_tc4tl20.csv	hand_hand	1.2	150	N
nahvyfaf_tc4tl20.csv	pocket_hand	3.0	30	N
naidqpru_tc4tl20.csv	pocket_hand	4.5	40	Y
naidywqy_tc4tl20.csv	pocket_pocket	3.0	40	N
naigvkbq_tc4tl20.csv	pocket_pocket	4.5	10	Y
naiooclq_tc4tl20.csv	pocket_pocket	3.0	50	N
nakxllre_tc4tl20.csv	hand_hand	4.5	10	Y
namqvysl_tc4tl20.csv	pocket_hand	4.5	10	N
nanyboyc_tc4tl20.csv	pocket_pocket	1.8	100	N
naoqvewz_tc4tl20.csv	hand_hand	1.8	10	Y
naozmpuk_tc4tl20.csv	pocket_pocket	4.5	150	N
napuwqbt_tc4tl20.csv	hand_hand	3.0	40	N
nathyavi_tc4tl20.csv	pocket_hand	1.2	10	N
nayhsjwl_tc4tl20.csv	pocket_hand	3.0	100	N
nayjdjzs_tc4tl20.csv	pocket_hand	1.2	60	N
nazigtbm_tc4tl20.csv	hand_hand	1.2	20	N
nbaeaudg_tc4tl20.csv	hand_hand	4.5	70	Y
nbbyqqqf_tc4tl20.csv	pocket_hand	1.2	20	N
nbcctcvz_tc4tl20.csv	pocket_pocket	4.5	60	N
nbfjfgzi_tc4tl20.csv	pocket_pocket	4.5	50	N
nbhgmoss_tc4tl20.csv	pocket_pocket	1.8	100	Y
nbhgqplf_tc4tl20.csv	pocket_hand	3.0	150	N
nbhrcgvg_tc4tl20.csv	pocket_hand	3.0	90	N
nbkohofg_tc4tl20.csv	hand_hand	4.5	20	N
nblebreo_tc4tl20.csv	pocket_pocket	1.8	40	Y
nblknplz_tc4tl20.csv	pocket_pocket	1.2	150	N
nbnhawid_tc4tl20.csv	pocket_hand	1.8	30	N
nbnqerro_tc4tl20.csv	pocket_hand	1.2	30	N
nbojdwtk_tc4tl20.csv	pocket_pocket	1.2	30	N
nbouisok_tc4tl20.csv	hand_hand	4.5	40	Y
nbpgatih_tc4tl20.csv	pocket_pocket	1.2	30	N
nbptvgcn_tc4tl20.csv	pocket_hand	3.0	50	N
nbqpjnyz_tc4tl20.csv	pocket_hand	4.5	20	N
nbrfbbsn_tc4tl20.csv	pocket_pocket	1.2	20	N
nbubrlsr_tc4tl20.csv	pocket_hand	4.5	50	Y
nbvyglkt_tc4tl20.csv	hand_hand	4.5	30	Y
ncavmwfq_tc4tl20.csv	hand_hand	3.0	100	N
nccyqtru_tc4tl20.csv	pocket_pocket	1.2	120	N
ncdaxyxj_tc4tl20.csv	pocket_pocket	4.5	80	N
ncdwlfvf_tc4tl20.csv	hand_hand	4.5	120	N
ncgpzrla_tc4tl20.csv	pocket_hand	1.8	80	N
ncgqxjax_tc4tl20.csv	pocket_pocket	4.5	60	Y
nchxkudc_tc4tl20.csv	pocket_hand	1.8	150	Y
ncjgahay_tc4tl20.csv	pocket_hand	1.8	120	Y
ncofyhot_tc4tl20.csv	pocket_pocket	4.5	150	N
ncokeipr_tc4tl20.csv	pocket_hand	1.8	150	Y
ncoxfihm_tc4tl20.csv	hand_hand	4.5	150	N
ncpfqswt_tc4tl20.csv	pocket_pocket	1.2	70	N
ncpyejgt_tc4tl20.csv	pocket_pocket	1.2	30	N
ncqvylbl_tc4tl20.csv	hand_hand	1.8	80	N
nctbsafw_tc4tl20.csv	pocket_hand	3.0	60	N
ncticigb_tc4tl20.csv	pocket_pocket	1.2	10	N
ncuagtqp_tc4tl20.csv	pocket_pocket	4.5	80	Y
ncvfihfq_tc4tl20.csv	hand_hand	4.5	150	N
ncvyhfla_tc4tl20.csv	hand_hand	3.0	150	N
ncwblloz_tc4tl20.csv	hand_hand	1.8	100	Y
ncxshzog_tc4tl20.csv	hand_hand	4.5	10	Y
ncxvxckg_tc4tl20.csv	hand_hand	4.5	150	Y
ndazsvzj_tc4tl20.csv	pocket_pocket	4.5	60	Y
ndbfrfxz_tc4tl20.csv	pocket_hand	1.8	80	Y
ndcpldxu_tc4tl20.csv	pocket_hand	1.2	30	N
nddaccnk_tc4tl20.csv	pocket_hand	1.8	50	Y
ndeeksaj_tc4tl20.csv	hand_hand	4.5	30	Y
ndgpwfmo_tc4tl20.csv	pocket_pocket	1.8	90	Y
ndiyibnn_tc4tl20.csv	hand_hand	1.2	30	N
ndjbqsvo_tc4tl20.csv	pocket_hand	4.5	30	N
ndkceqhg_tc4tl20.csv	pocket_pocket	4.5	30	Y
ndkisxob_tc4tl20.csv	pocket_pocket	3.0	60	N
ndkuqfrd_tc4tl20.csv	pocket_hand	4.5	150	N
ndmhpgug_tc4tl20.csv	hand_hand	1.8	100	N
ndmvmapd_tc4tl20.csv	hand_hand	1.8	60	N
ndpsnwxw_tc4tl20.csv	hand_hand	3.0	80	N
ndpxiidu_tc4tl20.csv	pocket_hand	4.5	100	Y
ndsdmlus_tc4tl20.csv	pocket_pocket	4.5	40	Y
nduuitas_tc4tl20.csv	pocket_pocket	4.5	60	Y
ndxkyxvm_tc4tl20.csv	pocket_pocket	3.0	150	N
ndxldjol_tc4tl20.csv	hand_hand	3.0	70	N
ndxzyyid_tc4tl20.csv	pocket_pocket	1.8	80	Y
ndylcrvx_tc4tl20.csv	pocket_hand	4.5	90	Y
neadiakn_tc4tl20.csv	hand_hand	1.2	30	N
neamqhah_tc4tl20.csv	hand_hand	4.5	80	N
neardflw_tc4tl20.csv	hand_hand	4.5	150	N
neeifckb_tc4tl20.csv	pocket_hand	3.0	50	N
nefvbcbm_tc4tl20.csv	pocket_hand	4.5	40	Y
nefyojay_tc4tl20.csv	hand_hand	4.5	90	Y
nehftlob_tc4tl20.csv	pocket_hand	1.2	120	N
neiyccok_tc4tl20.csv	hand_hand	1.8	100	N
nemidvzp_tc4tl20.csv	pocket_hand	4.5	90	N
nenkzpka_tc4tl20.csv	pocket_hand	1.2	90	N
nenlxdwq_tc4tl20.csv	pocket_hand	1.8	90	Y
nepktuus_tc4tl20.csv	hand_hand	1.8	120	N
neqjlphu_tc4tl20.csv	pocket_hand	4.5	60	N
neqjzfjr_tc4tl20.csv	pocket_pocket	1.8	150	N
nertknaq_tc4tl20.csv	pocket_pocket	4.5	60	N
nesuqlrb_tc4tl20.csv	pocket_pocket	1.2	90	N
neutucod_tc4tl20.csv	pocket_hand	1.8	30	N
newyzsdz_tc4tl20.csv	hand_hand	4.5	50	Y
nezmyhkx_tc4tl20.csv	pocket_hand	4.5	30	N
nezypuud_tc4tl20.csv	pocket_pocket	4.5	100	Y
nfagkcgg_tc4tl20.csv	pocket_hand	3.0	40	N
nfcdhquv_tc4tl20.csv	hand_hand	4.5	100	Y
nfcilocy_tc4tl20.csv	pocket_pocket	1.2	10	N
nfeilzch_tc4tl20.csv	pocket_hand	3.0	120	N
nfjdvxwl_tc4tl20.csv	hand_hand	4.5	30	N
nfkvrqmp_tc4tl20.csv	hand_hand	1.8	60	Y
nfphsoil_tc4tl20.csv	pocket_hand	1.8	20	Y
nfpmiqck_tc4tl20.csv	hand_hand	3.0	20	N
nfqnrvgf_tc4tl20.csv	hand_hand	4.5	90	N
nfqtzwpb_tc4tl20.csv	pocket_pocket	1.8	90	N
nfrecvuw_tc4tl20.csv	pocket_pocket	1.8	30	Y
nfumzntn_tc4tl20.csv	pocket_hand	1.8	10	Y
nfusulkx_tc4tl20.csv	hand_hand	1.8	20	Y
nfxksxce_tc4tl20.csv	hand_hand	4.5	100	N
nfxnleck_tc4tl20.csv	pocket_pocket	1.8	120	Y
nfxzodhy_tc4tl20.csv	hand_hand	3.0	30	N
nfyknegh_tc4tl20.csv	hand_hand	4.5	70	Y
nfyqlawb_tc4tl20.csv	hand_hand	1.8	120	Y
nfyrxcyk_tc4tl20.csv	hand_hand	1.8	80	N
ngannnqt_tc4tl20.csv	hand_hand	1.8	20	N
ngaszaot_tc4tl20.csv	pocket_pocket	1.2	40	N
ngbrrvbw_tc4tl20.csv	pocket_pocket	1.2	150	N
ngcyjmcc_tc4tl20.csv	pocket_hand	1.2	70	N
ngdqudjx_tc4tl20.csv	hand_hand	1.8	90	Y
ngeqkuwq_tc4tl20.csv	hand_hand	4.5	10	N
ngeuzrvx_tc4tl20.csv	pocket_pocket	4.5	10	Y
ngfixckr_tc4tl20.csv	pocket_pocket	3.0	70	N
ngfyfgwx_tc4tl20.csv	pocket_pocket	1.2	10	N
nggojcfp_tc4tl20.csv	pocket_hand	4.5	150	N
nglkmdfv_tc4tl20.csv	pocket_pocket	3.0	120	N
ngmhuiqt_tc4tl20.csv	pocket_hand	1.8	70	N
ngombakn_tc4tl20.csv	hand_hand	3.0	30	N
ngrpwhvr_tc4tl20.csv	hand_hand	1.2	100	N
ngudbdhd_tc4tl20.csv	hand_hand	1.2	60	N
ngxykwdm_tc4tl20.csv	hand_hand	1.8	70	N
ngydqgqe_tc4tl20.csv	pocket_pocket	1.8	90	Y
ngyqiwxc_tc4tl20.csv	pocket_hand	4.5	80	N
ngyuaste_tc4tl20.csv	pocket_pocket	3.0	80	N
nhadfgsx_tc4tl20.csv	pocket_hand	1.8	150	Y
nhamhifh_tc4tl20.csv	pocket_hand	3.0	20	N
nhaxpsrw_tc4tl20.csv	hand_hand	4.5	120	N
nhciotxv_tc4tl20.csv	pocket_pocket	3.0	150	N
nhdwoayn_tc4tl20.csv	pocket_hand	4.5	20	N
nheosgbb_tc4tl20.csv	pocket_pocket	1.2	30	N
nhewxreh_tc4tl20.csv	pocket_hand	4.5	100	Y
nhjirpbc_tc4tl20.csv	pocket_hand	1.8	50	Y
nhkgzclz_tc4tl20.csv	pocket_hand	1.2	40	N
nhltnjud_tc4tl20.csv	pocket_hand	1.8	30	Y
nhlvmqms_tc4tl20.csv	pocket_pocket	1.8	120	Y
nhmzqnyb_tc4tl20.csv	pocket_pocket	4.5	10	Y
nhncytwa_tc4tl20.csv	pocket_pocket	1.8	90	Y
nhnnibto_tc4tl20.csv	pocket_pocket	1.8	20	Y
nhohkrhy_tc4tl20.csv	pocket_pocket	1.8	90	Y
nhpkdqzy_tc4tl20.csv	pocket_hand	4.5	50	N
nhrsxrru_tc4tl20.csv	hand_hand	1.8	40	Y
nhsglclx_tc4tl20.csv	pocket_hand	1.2	150	N
nhsmlvjl_tc4tl20.csv	pocket_pocket	1.8	70	N
nhtjbozn_tc4tl20.csv	pocket_hand	4.5	70	Y
nhuuqbfu_tc4tl20.csv	pocket_pocket	4.5	70	N
nhuvxysf_tc4tl20.csv	pocket_hand	1.8	40	N
nhzxkryq_tc4tl20.csv	hand_hand	3.0	30	N
nidaivjz_tc4tl20.csv	pocket_hand	1.2	150	N
nielzzot_tc4tl20.csv	pocket_hand	1.2	150	N
nifinmew_tc4tl20.csv	pocket_hand	4.5	30	N
nifsjnbb_tc4tl20.csv	hand_hand	1.8	70	N
nijdreen_tc4tl20.csv	pocket_hand	1.2	40	N
nikuvsrs_tc4tl20.csv	hand_hand	1.2	70	N
nikvrkve_tc4tl20.csv	hand_hand	4.5	70	Y
nimkiolm_tc4tl20.csv	pocket_pocket	1.8	10	Y
nimzfgof_tc4tl20.csv	hand_hand	1.2	60	N
nioywzps_tc4tl20.csv	pocket_pocket	4.5	10	Y
niqijsxd_tc4tl20.csv	pocket_hand	1.2	60	N
nisajxdy_tc4tl20.csv	pocket_pocket	1.8	150	N
nivgewxb_tc4tl20.csv	pocket_pocket	4.5	20	Y
niwjtcvj_tc4tl20.csv	pocket_pocket	3.0	100	N
niyzybgx_tc4tl20.csv	hand_hand	1.8	150	N
njctxguh_tc4tl20.csv	pocket_pocket	3.0	50	N
njdrxylu_tc4tl20.csv	pocket_hand	1.8	20	N
njdsfvnw_tc4tl20.csv	hand_hand	1.8	20	N
njgrxvlm_tc4tl20.csv	pocket_pocket	1.2	80	N
njhoavmz_tc4tl20.csv	hand_hand	1.8	20	Y
njijerrd_tc4tl20.csv	pocket_hand	1.8	40	Y
njiwugxy_tc4tl20.csv	hand_hand	1.8	80	Y
njjejzdq_tc4tl20.csv	pocket_hand	4.5	30	N
njjyvkba_tc4tl20.csv	hand_hand	1.2	150	N
njkcmzrj_tc4tl20.csv	pocket_hand	1.8	70	N
njkfbitk_tc4tl20.csv	hand_hand	4.5	70	N
njmaebfz_tc4tl20.csv	hand_hand	1.8	90	Y
njnemzfl_tc4tl20.csv	pocket_hand	3.0	100	N
njoxnbkp_tc4tl20.csv	hand_hand	3.0	90	N
njravdqp_tc4tl20.csv	pocket_pocket	4.5	90	Y
njwqnoeu_tc4tl20.csv	hand_hand	4.5	60	N
njzhyfll_tc4tl20.csv	hand_hand	1.8	150	Y
nkaljzus_tc4tl20.csv	pocket_pocket	3.0	30	N
nkdbopjr_tc4tl20.csv	pocket_pocket	4.5	120	N
nkdbxosh_tc4tl20.csv	pocket_hand	3.0	30	N
nkervuxu_tc4tl20.csv	pocket_pocket	1.8	30	Y
nkgrdkvl_tc4tl20.csv	hand_hand	1.8	150	N
nkiqqzjv_tc4tl20.csv	hand_hand	4.5	120	N
nkkcljbh_tc4tl20.csv	hand_hand	1.8	120	Y
nkkvcaoe_tc4tl20.csv	hand_hand	3.0	120	N
nkleensc_tc4tl20.csv	hand_hand	3.0	50	N
nklnhjms_tc4tl20.csv	pocket_hand	1.8	150	N
nknqicvm_tc4tl20.csv	hand_hand	1.8	90	Y
nknrnqxq_tc4tl20.csv	pocket_hand	4.5	70	N
nkocyptu_tc4tl20.csv	hand_hand	1.2	40	N
nkpwvrwc_tc4tl20.csv	hand_hand	1.8	20	N
nkqgryaa_tc4tl20.csv	hand_hand	1.8	90	Y
nkqmjxsl_tc4tl20.csv	hand_hand	1.8	60	N
nksprzio_tc4tl20.csv	pocket_pocket	1.8	60	Y
nkurulke_tc4tl20.csv	pocket_pocket	1.2	20	N
nkwmjkad_tc4tl20.csv	pocket_hand	1.8	70	Y
nkwysgvu_tc4tl20.csv	hand_hand	1.8	120	N
nkysyzcb_tc4tl20.csv	pocket_pocket	1.8	60	Y
nkzjwjin_tc4tl20.csv	hand_hand	4.5	70	Y
nkzlchme_tc4tl20.csv	pocket_pocket	4.5	60	N
nlabqjpi_tc4tl20.csv	pocket_hand	3.0	90	N
nlaccsiu_tc4tl20.csv	pocket_pocket	4.5	120	Y
nlapihaq_tc4tl20.csv	hand_hand	4.5	150	N
nlbrkgoj_tc4tl20.csv	hand_hand	1.8	20	N
nlbwsooh_tc4tl20.csv	pocket_pocket	3.0	80	N
nlckqlfw_tc4tl20.csv	pocket_hand	3.0	20	N
nlcszvlv_tc4tl20.csv	pocket_hand	1.8	150	N
nlhnzrrs_tc4tl20.csv	pocket_pocket	1.2	150	N
nliohryh_tc4tl20.csv	pocket_pocket	1.8	20	Y
nlisenrt_tc4tl20.csv	pocket_hand	4.5	150	Y
nlkhqxuf_tc4tl20.csv	pocket_hand	1.2	150	N
nlkmyuqt_tc4tl20.csv	hand_hand	1.2	40	N
nlmxfecv_tc4tl20.csv	hand_hand	4.5	50	Y
nlnjxphn_tc4tl20.csv	pocket_pocket	1.2	60	N
nlnlorhr_tc4tl20.csv	pocket_hand	4.5	40	N
nlpkzhsa_tc4tl20.csv	pocket_hand	4.5	40	N
nltjrcfa_tc4tl20.csv	pocket_hand	3.0	40	N
nlvlifdr_tc4tl20.csv	hand_hand	4.5	80	Y
nlwtlizf_tc4tl20.csv	pocket_pocket	4.5	30	Y
nlxpqgem_tc4tl20.csv	pocket_hand	4.5	100	Y
nlyshwut_tc4tl20.csv	pocket_pocket	3.0	70	N
nlzemkxx_tc4tl20.csv	pocket_pocket	3.0	80	N
nlzjeafr_tc4tl20.csv	hand_hand	1.8	30	Y
nlzmgqfa_tc4tl20.csv	pocket_pocket	4.5	80	N
nlzqtaoe_tc4tl20.csv	pocket_pocket	4.5	70	N
nmadhgbu_tc4tl20.csv	pocket_hand	3.0	90	N
nmaosaao_tc4tl20.csv	pocket_hand	4.5	10	N
nmchehif_tc4tl20.csv	hand_hand	4.5	60	N
nmdhalvw_tc4tl20.csv	pocket_pocket	1.8	40	Y
nmdnddbu_tc4tl20.csv	pocket_hand	1.8	70	Y
nmfoqliv_tc4tl20.csv	pocket_pocket	1.8	50	N
nmfwezqw_tc4tl20.csv	pocket_hand	4.5	80	N
nmgxklhg_tc4tl20.csv	pocket_hand	3.0	100	N
nmgyqsco_tc4tl20.csv	pocket_hand	4.5	60	N
nmgzymrx_tc4tl20.csv	pocket_hand	1.2	60	N
nmhekvcj_tc4tl20.csv	hand_hand	3.0	70	N
nmhfkdsl_tc4tl20.csv	hand_hand	4.5	80	N
nmhhfqiy_tc4tl20.csv	pocket_hand	1.8	10	Y
nmlvlqll_tc4tl20.csv	pocket_pocket	3.0	40	N
nmlvnkuh_tc4tl20.csv	pocket_hand	4.5	80	N
nmnttrsq_tc4tl20.csv	pocket_pocket	1.8	100	N
nmonhypr_tc4tl20.csv	pocket_pocket	1.2	60	N
nmoododn_tc4tl20.csv	hand_hand	1.8	60	Y
nmopxpny_tc4tl20.csv	hand_hand	1.2	30	N
nmquruau_tc4tl20.csv	pocket_hand	1.8	80	N
nmsgxtxn_tc4tl20.csv	hand_hand	1.8	20	N
nmtevdgq_tc4tl20.csv	pocket_pocket	4.5	30	N
nmuophhu_tc4tl20.csv	pocket_hand	3.0	100	N
nmuwhvtd_tc4tl20.csv	pocket_hand	4.5	40	N
nmvatdtm_tc4tl20.csv	pocket_hand	1.2	10	N
nmvtymjy_tc4tl20.csv	hand_hand	3.0	40	N
nmzcadhw_tc4tl20.csv	hand_hand	4.5	90	N
nnasckft_tc4tl20.csv	pocket_hand	1.8	100	N
nnaszqwp_tc4tl20.csv	pocket_pocket	4.5	50	Y
nnemihvy_tc4tl20.csv	hand_hand	3.0	80	N
nngcyxbj_tc4tl20.csv	hand_hand	1.2	120	N
nnioxmti_tc4tl20.csv	pocket_hand	3.0	70	N
nnjfrohh_tc4tl20.csv	hand_hand	1.8	10	Y
nnkgdksa_tc4tl20.csv	pocket_pocket	4.5	10	Y
nnlfcduo_tc4tl20.csv	pocket_pocket	4.5	60	N
nnlzxnxf_tc4tl20.csv	pocket_pocket	4.5	10	Y
nnmfuizp_tc4tl20.csv	pocket_hand	1.8	20	N
nnnecdjx_tc4tl20.csv	pocket_hand	3.0	40	N
nnniosnq_tc4tl20.csv	pocket_hand	4.5	120	N
nnomzlku_tc4tl20.csv	hand_hand	4.5	90	Y
nnqnchqt_tc4tl20.csv	pocket_hand	3.0	90	N
nnrrkved_tc4tl20.csv	pocket_pocket	1.2	30	N
nnswdays_tc4tl20.csv	hand_hand	4.5	150	N
nntejvkp_tc4tl20.csv	hand_hand	1.2	70	N
nntlirwv_tc4tl20.csv	pocket_pocket	1.8	150	Y
nntqjjqb_tc4tl20.csv	pocket_hand	4.5	50	Y
nnviiqkq_tc4tl20.csv	hand_hand	4.5	150	Y
nnvvlmqr_tc4tl20.csv	hand_hand	1.8	100	Y
nnwhpdhu_tc4tl20.csv	pocket_pocket	4.5	20	N
nnwloqev_tc4tl20.csv	pocket_pocket	4.5	40	N
noaszmpe_tc4tl20.csv	pocket_hand	1.8	30	Y
noclmwpq_tc4tl20.csv	hand_hand	4.5	40	N
nocxwlbr_tc4tl20.csv	pocket_pocket	1.2	120	N
noealzee_tc4tl20.csv	pocket_pocket	4.5	90	Y
noejpkgl_tc4tl20.csv	pocket_pocket	1.8	60	Y
nogtsrje_tc4tl20.csv	pocket_hand	1.2	70	N
noknukfb_tc4tl20.csv	hand_hand	1.2	10	N
nokpauxm_tc4tl20.csv	hand_hand	1.8	70	N
nokwbtoi_tc4tl20.csv	hand_hand	3.0	30	N
nokylawu_tc4tl20.csv	pocket_hand	4.5	50	Y
nomlceed_tc4tl20.csv	pocket_hand	3.0	50	N
noorznln_tc4tl20.csv	hand_hand	4.5	90	N
noowsvle_tc4tl20.csv	pocket_pocket	4.5	80	Y
nopmoezv_tc4tl20.csv	hand_hand	1.2	40	N
noqbfukd_tc4tl20.csv	pocket_hand	4.5	20	N
nosfxkcp_tc4tl20.csv	pocket_hand	3.0	90	N
nosphdel_tc4tl20.csv	pocket_pocket	1.2	90	N
noyfzrbc_tc4tl20.csv	hand_hand	1.8	60	N
nozztasq_tc4tl20.csv	hand_hand	1.8	90	N
npaebrlf_tc4tl20.csv	pocket_hand	3.0	70	N
npeqhzll_tc4tl20.csv	hand_hand	3.0	60	N
npfariun_tc4tl20.csv	pocket_pocket	1.2	90	N
npfcylns_tc4tl20.csv	pocket_hand	1.8	70	N
npiwkugc_tc4tl20.csv	pocket_hand	1.8	120	Y
npjqiwqo_tc4tl20.csv	hand_hand	1.2	50	N
npkdyxzn_tc4tl20.csv	pocket_pocket	1.2	90	N
nplydwzh_tc4tl20.csv	hand_hand	3.0	150	N
npmuwpsd_tc4tl20.csv	pocket_hand	1.2	40	N
npnvptcf_tc4tl20.csv	hand_hand	4.5	100	N
nppjevrc_tc4tl20.csv	pocket_hand	4.5	60	N
npplssvt_tc4tl20.csv	pocket_pocket	1.8	90	Y
nppybllz_tc4tl20.csv	pocket_pocket	1.8	60	Y
npqbhogc_tc4tl20.csv	pocket_pocket	4.5	10	Y
npqkgwty_tc4tl20.csv	pocket_pocket	3.0	20	N
npqxgzsd_tc4tl20.csv	pocket_pocket	1.2	70	N
nptxkndh_tc4tl20.csv	pocket_hand	1.8	60	Y
npukmoyh_tc4tl20.csv	pocket_pocket	1.2	60	N
npuzzorm_tc4tl20.csv	pocket_pocket	1.8	10	N
npwxtqnw_tc4tl20.csv	pocket_pocket	1.8	120	Y
npxnooaj_tc4tl20.csv	pocket_pocket	1.8	150	N
npxuegvp_tc4tl20.csv	pocket_pocket	4.5	30	Y
npzzzhck_tc4tl20.csv	hand_hand	1.8	20	N
nqbmjvlf_tc4tl20.csv	hand_hand	4.5	30	Y
nqceaiwf_tc4tl20.csv	hand_hand	3.0	150	N
nqcpcvyj_tc4tl20.csv	hand_hand	1.8	120	Y
nqcrzkgy_tc4tl20.csv	hand_hand	1.8	40	N
nqgruzfh_tc4tl20.csv	pocket_pocket	3.0	100	N
nqgtjdmc_tc4tl20.csv	hand_hand	4.5	50	Y
nqhgidfd_tc4tl20.csv	pocket_hand	3.0	80	N
nqiycyta_tc4tl20.csv	hand_hand	1.2	70	N
nqizauuy_tc4tl20.csv	pocket_pocket	4.5	20	Y
nqjhzbam_tc4tl20.csv	hand_hand	3.0	150	N
nqjiubel_tc4tl20.csv	pocket_pocket	1.2	120	N
